product_id,spec_name,spec_value
25,CPU,"Intel® Core™ i7-14650HX (3.70 GHz upto 5.20 GHz, 16 nhân 24 luồng, 30 MB Intel® Smart Cache)"
25,RAM,"16GB (1x16GB) DDR5 5600MHz (2x SO-DIMM socket, up to 96GB SDRAM)"
25,Ổ cứng,"1TB PCIe NVMe SED SSD (Còn trống 1 khe SSD M.2 PCIE Gen 4, nâng cấp tối đa 2TB SSD PCIe Gen 4)"
25,VGA,"NVIDIA® GeForce RTX™ 4060 with 8 GB of dedicated GDDR6 VRAM, supporting 3072 NVIDIA® CUDA® Cores"
25,Màn hình,"16"" WQXGA (2560 x 1600), 500 nits, 100% DCI-P3, 240Hz, Anti-glare, Acer ComfyView™ LED-backlit TFT LCD, Nvidia Advanced Optimus capable"
25,Cổng giao tiếp,"2x USB Type-C™ port (supporting USB 3.2 Gen 2 (up to 10 Gbps); DisplayPort over USB-C; Thunderbolt™ 4; USB charging 5 V - 3 A, DC-in port 20 V - 65 W)
1x USB 3.2 Gen 1
1x USB 3.2 Gen 2
1x USB 3.2 Gen 2 featuring power off USB charging
1x HDMI® 2.1 port with HDCP support
1x 3.5 mm headphone/speaker jack, supporting headsets with built-in microphone
1x Ethernet (RJ-45) port
1x DC-in jack for AC adapter
1x MicroSD™ Card reader"
25,Bàn phím,"Full size, RGB 4 Zone"
25,Audio,DTS X:Ultra Audio
25,Tản nhiệt,"Dual Fan (1x AeroBlade 3D 5th gen)
Liquid Metal"
25,Chuẩn LAN,Killer™ Ethernet E3100G
25,Chuẩn WIFI,Killer Wireless Wi-Fi 6E 1675i
25,Bluetooth,v5.3
25,Webcam,"• Narrow USB HD camera
• 1280 x 720 resolution
• 720p HD video at 30 fps with Temporal Noise Reduction"
25,Hệ điều hành,Windows 11 Home Single Language
25,Pin,90Whr 4-cell
25,Trọng lượng,2.8 kg
25,Màu sắc,Obsidian black
25,Chất liệu,"Cover A: Aluminium
 Cover B,C,D: ABS Plastic"
25,Kích thước,357.78 (W) x 278.63 (D) x 25.95/27.85 (H) mm
26,CPU,"Intel® Core™ i7-13620H (3.6GHz up to 4.9GHz, 10 Cores 16 Threads, 24 MB Intel® Smart Cache)"
26,Ram,"16GB (2x8GB) DDR5 5200MHz (2x SO-DIMM socket, up to 32GB SDRAM)"
26,Ổ cứng,"512GB PCIe NVMe SED SSD (Còn trống 1 khe SSD M.2 PCIE, nâng cấp tối đa 2TB)"
26,Card đồ họa,NVIDIA® GeForce RTX™ 4050 with 6GB of dedicated GDDR6 VRAM
26,Màn hình,"15.6"" FHD (1920 x 1080) IPS, 300nits,180Hz, sRGB 100%, ""Acer ComfyView™ LED-backlit TFT LCD
 Wide viewing angle up to 170 degree 
 Ultra-slim design"
26,Cổng giao tiếp,"1 x USB Type-C™ port supporting:
• USB 3.2 Gen 2 (up to 10 Gbps)
• DisplayPort over USB-C
• Thunderbolt™ 4
• USB charging 5 V; 3 A
• DC-in port 20 V; 65 W
3 x USB Standard-A ports, supporting:
• One port for USB 3.2 Gen 1 featuring power off USB charging
• Two ports for USB 3.2 Gen 1
1 x HDMI® 2.1 port with HDCP support
1 x 3.5 mm headphone/speaker jack, supporting headsets with built-in
microphone
1 x Ethernet (RJ-45) port
1 x DC-in jack for AC adapter"
26,Audio,DTS® X:Ultra
26,Bàn phím,Led trắng
26,Đọc thẻ nhớ,None
26,Chuẩn LAN,Gigabit Ethernet
26,Chuẩn WIFI,"802.11a/b/g/n/ac+ax wireless LAN
Dual Band (2.4 GHz and 5 GHz)"
26,Bluetooth,Bluetooth® 5.1
26,Webcam,720p HD audio/video recording
26,Hệ điều hành,Windows 11 Home
26,Pin,4 Cell 57WHr
26,Trọng lượng,2.1 kg
26,Màu sắc,Obsidian Black
26,Kích thước,362.3 (W) x 239.89 (D) x 22.9/26.9 (H) mm
27,CPU,"Intel® Core™ i7-13620H (3.6GHz up to 4.9GHz, 10 Cores 16 Threads, 24 MB Intel® Smart Cache)"
27,Ram,"16GB (1x16GB) DDR5 5200MHz (2x SO-DIMM socket, up to 32GB SDRAM)"
27,Ổ cứng,"512GB PCIe NVMe SED SSD (Còn trống 1 khe SSD M.2 PCIE, nâng cấp tối đa 2TB)"
27,Card đồ họa,NVIDIA® GeForce RTX™ 3050 with 6GB of dedicated GDDR6 VRAM
27,Màn hình,"15.6"" FHD (1920 x 1080) IPS, 300nits,180Hz, sRGB 100%, ""Acer ComfyView™ LED-backlit TFT LCD
 Wide viewing angle up to 170 degree 
 Ultra-slim design"
27,Cổng giao tiếp,"1 x USB Type-C™ port supporting:
• USB 3.2 Gen 2 (up to 10 Gbps)
• DisplayPort over USB-C
• Thunderbolt™ 4
• USB charging 5 V; 3 A
• DC-in port 20 V; 65 W
3 x USB Standard-A ports, supporting:
• One port for USB 3.2 Gen 1 featuring power off USB charging
• Two ports for USB 3.2 Gen 1
1 x HDMI® 2.1 port with HDCP support
1 x 3.5 mm headphone/speaker jack, supporting headsets with built-in
microphone
1 x Ethernet (RJ-45) port
1 x DC-in jack for AC adapter"
27,Audio,DTS® X:Ultra
27,Bàn phím,Led trắng
27,Đọc thẻ nhớ,None
27,Chuẩn LAN,Gigabit Ethernet
27,Chuẩn WIFI,"802.11a/b/g/n/ac+ax wireless LAN
Dual Band (2.4 GHz and 5 GHz)"
27,Bluetooth,Bluetooth® 5.1
27,Webcam,720p HD audio/video recording
27,Hệ điều hành,Windows 11 Home
27,Pin,4 Cell 57WHr
27,Trọng lượng,2.1 kg
27,Màu sắc,Obsidian Black
27,Kích thước,362.3 (W) x 239.89 (D) x 22.9/26.9 (H) mm
28,CPU,"Intel® Core™ i7-14700HX (1.5GHz upto 5.5GHz, 20 cores 28 threads, 33 MB Intel® Smart Cache)"
28,RAM,"16GB (2 x 8GB) DDR5 5600MHz (2x SO-DIMM socket, up to 96GB SDRAM)"
28,Ổ cứng,"1TB NVMe PCIe SSD Gen4x4 (còn trống 1 slot, nâng cấp tối đa 2TB)"
28,VGA,"NVIDIA® GeForce RTX™ 4050 Laptop GPU 6GB GDDR6
Up to 2355MHz Boost Clock 105W Maximum Graphics Power with Dynamic Boost."
28,Màn hình,"16inch 16:10 FHD+(1920 x 1200) IPS-level, 165Hz, 100% sRGB"
28,Cổng giao tiếp,"1x Type-C (USB3.2 Gen2 / DP) with PD charging
3x Type-A USB3.2 Gen1
1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz)
1x RJ45"
28,Bàn phím,24-Zone RGB Gaming Keyboard
28,Audio,2x 2W Speaker
28,Chuẩn LAN,Gigabit Ethernet
28,Chuẩn WIFI,802.11 ax Wi-Fi 6E
28,Bluetooth,v5.3
28,Webcam,"HD type (30fps@720p)
3D Noise Reduction (3DNR)"
28,Hệ điều hành,Windows 11 Home
28,Pin,"4-Cell
65 Battery (Whr)"
28,Trọng lượng,2.3 kg
28,Màu sắc,Cosmos Gray
28,Kích thước,359 x 266.4 x 21.8-27.7 mm
29,CPU,"Intel® Core™ Ultra 7 155H, 1.40 GHz upto 4.80 GHz, 16 nhân 22 luồng, 24MB Intel® Smart Cache"
29,RAM,32GB LPDDR5 Onboard 6400Mhz
29,Ổ cứng,1TB PCIe NVMe SED SSD (Không nâng cấp được)
29,Card đồ họa,NVIDIA® GeForce RTX™ 4070 with 8 GB GDDR6 VRAM
29,Màn hình,"14.5"" 2.8K WQXGA+ (2880x1800) OLED, 120Hz, 400 nits. DCI-P3 100%, Adobe100%"
29,Cổng giao tiếp,"2x USB Type-C™, supporting:
 • USB4® 40Gbps
 • DisplayPort over USB-C
 • Thunderbolt™ 4
 • USB charging 5 V; 3 A
 • DC-in port 20 V; 100 W
2x USB Standard A, supporting:
 • One port for USB 3.2 Gen 1
 • One port for USB 3.2 Gen 2 featuring power off USB charging
1x HDMI® 2.1 port with HDCP support
1x microSD™ Card reader
1x 3.5 mm headphone/speaker jack, supporting headsets with built-in
 microphone"""
29,Audio,"DTS® X:Ultra Audio, featuring optimized Bass, Loudness, Speaker"
29,Bàn phím,"Có LED trắng, bảo mật vân tay"
29,Bảo mật,"Firmware Trusted Platform Module (TPM) solution 
BIOS user, supervisor passwords"
29,Chuẩn WIFI,Killer™ Wireless Wi-Fi 6E 1675i  (802.11 a/b/g/n/ac/ax wireless LAN)
29,Bluetooth,v5.3
29,Webcam,FHD Camera
29,Hệ điều hành,Windows 11 Home Single Language
29,Trọng lượng,1.5kg
29,Pin,76Whr Li-ion battery
29,Kích thước,322.79 (W) x 228.12 (D) x 17.9 (H) mm
29,Chất liệu,"Cover A/C/D: Aluminum
 Cover B: Plastic"
29,Màu sắc,Steel Gray
30,CPU,"Intel® Core™ Ultra 7 155H, 1.40 GHz upto 4.80 GHz, 16 nhân 22 luồng, 24MB Intel® Smart Cache"
30,RAM,32GB LPDDR5 Onboard 6400Mhz
30,Ổ cứng,1TB PCIe NVMe SED SSD (Không nâng cấp được)
30,Card đồ họa,NVIDIA® GeForce RTX™ 4060 with 8 GB GDDR6
30,Màn hình,"14.5"" 2.8K WQXGA+ (2880x1800) OLED, 120Hz, 400 nits. DCI-P3 100%, Adobe100%"
30,Cổng giao tiếp,"2x USB Type-C™, supporting:
 • USB4® 40Gbps
 • DisplayPort over USB-C
 • Thunderbolt™ 4
 • USB charging 5 V; 3 A
 • DC-in port 20 V; 100 W
2x USB Standard A, supporting:
 • One port for USB 3.2 Gen 1
 • One port for USB 3.2 Gen 2 featuring power off USB charging
1x HDMI® 2.1 port with HDCP support
1x microSD™ Card reader
1x 3.5 mm headphone/speaker jack, supporting headsets with built-in
 microphone"""
30,Audio,"DTS® X:Ultra Audio, featuring optimized Bass, Loudness, Speaker"
30,Bàn phím,"Có LED trắng, bảo mật vân tay"
30,Bảo mật,"Firmware Trusted Platform Module (TPM) solution 
BIOS user, supervisor passwords"
30,Chuẩn WIFI,Killer™ Wireless Wi-Fi 6E 1675i  (802.11 a/b/g/n/ac/ax wireless LAN)
30,Bluetooth,v5.3
30,Webcam,FHD Camera
30,Hệ điều hành,Windows 11 Home Single Language
30,Trọng lượng,1.5kg
30,Pin,76Whr Li-ion battery
30,Kích thước,322.79 (W) x 228.12 (D) x 17.9 (H) mm
30,Chất liệu,"Cover A/C/D: Aluminum
 Cover B: Plastic"
30,Màu sắc,Steel Gray
32,CPU,"Intel® Core™ i9 Processor 14900HX 2.2 GHz (36MB Cache, up to 5.8 GHz, 24 cores, 32 Threads)"
32,RAM,"64GB (2x32GB) DDR5 5600MHz (2x SO-DIMM socket, up to 64GB SDRAM)"
32,Ổ Cứng,2TB PCIe® 4.0 NVMe™ M.2 Performance SSD (Còn trống 1 khe M.2 PCIe Gen4x4)
32,Card đồ họa,"NVIDIA® GeForce RTX™ 4090 16GB GDDR6 (686 AI TOPs)
ROG Boost: 2090MHz* at 175W (2040MHz Boost Clock+50MHz OC, 150W+25W Dynamic Boost)"
32,Màn hình,"16"" WQXGA (2560 x 1600) 16:10, 240Hz/3ms, MiniLed, Non-Glare, NanoEdge, DCI-P3:100.00%, 1100nits, G-Sync, Pantone Validated, ROG Nebula Display, Support Dolby Vision HDR"
32,Cổng kết nối,"1x 3.5mm Combo Audio Jack
1x HDMI 2.1 FRL
1x Thunderbolt™ 4 support DisplayPort™ / G-SYNC
1x USB 3.2 Gen 2 Type-C support DisplayPort™ / power delivery / G-SYNC
2x USB 3.2 Gen 2 Type-A
1x 2.5G LAN port"
32,Bàn phím,Backlit Chiclet Keyboard Per-Key RGB
32,Audio,"Dolby Atmos, Hi-Res certification, Smart Amp Technology, AI noise-canceling technology"
32,Lan,10/100/1000/2500 Mbps
32,Wifi + Bluetooth,Wi-Fi 6E(802.11ax) (Triple band) 2*2 + Bluetooth® 5.3 Wireless Card
32,Webcam,720P HD camera
32,Hệ điều hành,Windows 11 Home
32,Pin,"90WHrs, 4S1P, 4-cell Li-ion"
32,Trọng lượng,2.65 kg
32,Màu sắc,Off Black
32,Kích thước,35.4 x 26.4 x 2.26 ~ 3.04 cm
33,CPU,"Intel® Core™ i5-12450HX, 8C (4P + 4E) / 12T, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB"
33,RAM,"12GB (1x12GB) DDR5-4800 SO-DIMM (2x SO-DIMM socket, up to 32GB SDRAM)"
33,Ổ cứng,512GB SSD M.2 2242 PCIe 4.0x4 NVMe (2 Slots: M.2 2242/M.2 2280 PCIe 4.0 x4)
33,Card đồ họa,"NVIDIA® GeForce RTX™ 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 105W"
33,Màn hình,"15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®"
33,Cổng kết nối,"1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with PD 140W and DisplayPort™ 1.4
3x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1x HDMI® 2.1, up to 8K/60Hz
1x Ethernet (RJ-45)
1x Headphone / microphone combo jack (3.5mm)
1x Power connector"
33,Bàn phím,"White Backlit, English"
33,Audio,"Stereo speakers, 2W x2, optimized with Nahimic Audio"
33,Chuẩn Lan,100/1000M
33,Wifi + Bluetooth,"Wi-Fi® 6, 11ax 2x2 + BT5.2"
33,Webcam,FHD 1080p with E-shutter
33,Hệ điều hành    ,"Windows® 11 Home Single Language, English"
33,Pin,Integrated 60Wh (3 Cell)
33,Trọng lượng,2.38 kg
33,Màu sắc,Luna Grey
33,Chất liệu,"PC-ABS (Top), PC-ABS (Bottom)"
33,Kích thước    ,359.86 x 258.7 x 21.9-23.9 mm (14.17 x 10.19 x 0.86-0.94 inches)
34,CPU,"AMD Ryzen™ AI 9 HX 370 Processor 2.0GHz (36MB Cache, up to 5.1GHz, 12 cores, 24 Threads); AMD Ryzen™ AI up to 81 TOPs"
34,RAM,32GB LPDDR5X on board
34,Ổ cứng,1TB M.2 NVMe™ PCIe® 4.0 SSD
34,VGA,AMD Radeon™ Graphics
34,Màn hình,"14"" 3K (2880 x 1800) OLED 16:10 aspect ratio, 120Hz refresh rate, 600nits HDR peak brightness, 100% DCI-P3 color gamut, Gamut mapping, Contrast ratio 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, Glossy display, 70% less harmful blue light, Screen-to-body ratio: 87％"
34,Cổng giao tiếp,"1x USB 3.2 Gen 1 Type-C support display / power delivery
2x USB 3.2 Gen 1 Type-A
1x USB 4.0 Gen 3 Type-C support display / power delivery
1x HDMI 2.1 TMDS
1x 3.5mm Combo Audio Jack
Micro SD card reader"
34,Bàn phím,Backlit Chiclet Keyboard 1-Zone RGB without Num-key With Copilot key
34,Audio,Smart Amp Technology harman/kardon (Mainstream)
34,Đọc thẻ nhớ,None
34,Chuẩn LAN,None
34,Chuẩn WIFI,Wi-Fi 6E(802.11ax) (Dual band) (2x2)
34,Bluetooth,v5.3
34,Webcam,FHD camera with IR function to support Windows Hello ; With privacy shutter
34,Hệ điều hành,Windows 11 Home
34,Pin,4 Cells 75WHrs
34,Trọng lượng,1.3 kg
34,Màu sắc,Cool Silver
34,Chất liệu,Mặt A C D: Aluminum
34,Kích thước,31.05 x 22.19 x 1.39 ~ 1.59 cm
35,CPU,"Intel® Core™ Ultra 5 Processor 125H 1.2 GHz (18MB Cache, up to 4.5 GHz, 14 cores, 18 Threads); Intel® AI Boost NPU"
35,RAM,16GB LPDDR5X Onboard 7467Mhz
35,Ổ cứng,512GB M.2 NVMe™ PCIe® 4.0 SSD
35,VGA,Intel® Arc™ Graphics
35,Màn hình,"14"" 3K (2880 x 1800) OLED 16:10 aspect ratio, 120Hz refresh rate, 600nits HDR peak brightness, 100% DCI-P3 color gamut, Gamut mapping, Contrast ratio 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, Glossy display, 70% less harmful blue light, Screen-to-body ratio: 87％"
35,Cổng giao tiếp,"2x Thunderbolt™ 4 supports display / power delivery
2x USB 3.2 Gen 1 Type-A
1x HDMI 2.1 TMDS
1x 3.5mm Combo Audio Jack Micro SD card reader"
35,Bàn phím,Backlit Chiclet Keyboard 1-Zone RGB without Num-key With Copilot key
35,Audio,Harman/Kardon
35,Đọc thẻ nhớ,None
35,Chuẩn LAN,None
35,Chuẩn WIFI,Wi-Fi 6E(802.11ax) (Dual band) (2x2)
35,Bluetooth,v5.3
35,Webcam,FHD camera with IR function to support Windows Hello ; With privacy shutter
35,Hệ điều hành,Windows 11 Home + Office Home & Student 2021
35,Pin,4 Cells 75WHrs
35,Trọng lượng,1.3 kg
35,Màu sắc,Mist Blue
35,Chất liệu,Mặt A C D: Aluminum
35,Kích thước,35.93 x 22.94 x 1.79 ~ 1.79 cm
36,CPU,"Intel® Core™ Ultra 7 processor 155H (upto 4.8GHz, 16 lõi 22 luồng, 24 MB Intel® Smart Cache)"
36,RAM,16GB (1x16GB) LPDDR5 6400MHz Onboard (Không nâng cấp được)
36,Ổ cứng,"512GB PCIe NVMe SED SSD (2 slots, nâng cấp tối đa 2TB)"
36,Card đồ họa,Intel® ARC™ Graphics
36,Màn hình,"14"" 2.8K (2880x1800) OLED 16:10 aspect ratio, 90Hz, 400nits, DCI-P3 100%, Adobe100%"
36,Cổng giao tiếp," 2x USB Type-C™ 
  port supporting:
 • USB4® 40Gbps
 • Thunderbolt™ 4
 • USB charging 5 V; 3 A
 • DC-in port 20 V; 100 W
2x USB Standard-A ports, supporting:
 • One port for USB 3.2 Gen 1
 • One port for USB 3.2 Gen 1 featuring power off USB charging
1x microSD™ Card reader
1x Headphone/speaker jack
1x HDMI®
1x 2.1 port with HDCP support"
36,Audio,Acer TrueHarmony technology
36,Bàn phím,"Có LED, Đơn sắc - Trắng"
36,Bảo mật,Power keycap fingerprint reader with on-chip matching design
36,Chuẩn WIFI,"Killer Wi-Fi 7 Wireless LAN
 • 802.11 a/b/g/n/ac/ax/be
 • Band: 2.4 GHz, 5 GHz, and 6 GHz
 • 2x2 MIMO technology"
36,Bluetooth,v5.3
36,Webcam,"2560 x 1440 resolution
1440p QHD video at 30 fps with Temporal"
36,Hệ điều hành,Windows 11 Home Single Language
36,Trọng lượng,1.32kg
36,Pin,65 Whr 4-cell 
36,Màu sắc,Pure Silver
36,Chất liệu,Cover A/C/D: Aluminum
36,Kích thước,312.9 (W) x 217.9 (D) x 14.9 (H) mm
37,CPU,"Intel Core i5-13420H 3.3GHz up to 4.4GHz, 12MB Smart Cache, 8 Cores 12 Threads"
37,Ram,"8GB (8x1) DDR5 5200MHz (2x SO-DIMM socket, up to 32GB SDRAM)"
37,Ổ cứng,"512GB PCIe NVMe SED SSD (Còn trống 1 khe SSD M.2 PCIE, nâng cấp tối đa 2TB)"
37,Card đồ họa,NVIDIA® GeForce RTX™ 4050 with 6 GB of dedicated GDDR6 VRAM
37,Màn hình,"15.6"" FHD (1920 x 1080) IPS, 144Hz, 3ms,  Acer ComfyView LED-backlit TFT LCD, 45% NTSC"
37,Cổng giao tiếp,"1 x USB Type-C™ port supporting:
• USB 3.2 Gen 2 (up to 10 Gbps)
• DisplayPort over USB-C
• Thunderbolt™ 4
• USB charging 5 V; 3 A
• DC-in port 20 V; 65 W
3 x USB Standard-A ports, supporting:
• One port for USB 3.2 Gen 1 featuring power off USB charging
• Two ports for USB 3.2 Gen 1
1 x HDMI® 2.1 port with HDCP support
1 x 3.5 mm headphone/speaker jack, supporting headsets with built-in
microphone
1 x Ethernet (RJ-45) port
1 x DC-in jack for AC adapter"
37,Audio,DTS® X:Ultra
37,Bàn phím,Led trắng
37,Đọc thẻ nhớ,None
37,Chuẩn LAN,Gigabit Ethernet
37,Chuẩn WIFI,"802.11a/b/g/n/ac+ax wireless LAN
Dual Band (2.4 GHz and 5 GHz)"
37,Bluetooth,Bluetooth® 5.1
37,Webcam,720p HD audio/video recording
37,Hệ điều hành,Windows 11 Home
37,Pin,4 Cell 57WHr
37,Trọng lượng,2.1 kg
37,Màu sắc,Obsidian Black
37,Kích thước,362.3 (W) x 239.89 (D) x 22.9/26.9 (H) mm
38,CPU,"Intel® Core™ Ultra 5 processor 125H (upto 4.5GHz, 14 lõi 18 luồng, 18 MB Intel® Smart Cache)"
38,RAM,16GB (1x16GB) LPDDR5 6400MHz Onboard (Không nâng cấp được)
38,Ổ cứng,"512GB PCIe NVMe SED SSD (2 slots, nâng cấp tối đa 2TB)"
38,Card đồ họa,Intel® ARC™ Graphics
38,Màn hình,"14"" 2.8K (2880x1800) OLED 16:10 aspect ratio, 90Hz, 400nits, DCI-P3 100%, Adobe100%"
38,Cổng giao tiếp," 2x USB Type-C™ 
  port supporting:
 • USB4® 40Gbps
 • Thunderbolt™ 4
 • USB charging 5 V; 3 A
 • DC-in port 20 V; 100 W
2x USB Standard-A ports, supporting:
 • One port for USB 3.2 Gen 1
 • One port for USB 3.2 Gen 1 featuring power off USB charging
1x microSD™ Card reader
1x Headphone/speaker jack
1x HDMI®
1x 2.1 port with HDCP support"
38,Audio,Acer TrueHarmony technology
38,Bàn phím,"Có LED, Đơn sắc - Trắng"
38,Bảo mật,Power keycap fingerprint reader with on-chip matching design
38,Chuẩn WIFI,"Killer Wi-Fi 7 Wireless LAN
 • 802.11 a/b/g/n/ac/ax/be
 • Band: 2.4 GHz, 5 GHz, and 6 GHz
 • 2x2 MIMO technology"
38,Bluetooth,v5.3
38,Webcam,"2560 x 1440 resolution
1440p QHD video at 30 fps with Temporal"
38,Hệ điều hành,Windows 11 Home Single Language
38,Trọng lượng,1.32kg
38,Pin,65 Whr 4-cell 
38,Màu sắc,Pure Silver
38,Chất liệu,Cover A/C/D: Aluminum
38,Kích thước,312.9 (W) x 217.9 (D) x 14.9 (H) mm
39,CPU,Intel Core i7-13700H 2.4GHz up to 5.0GHz 24MB
39,RAM,"32GB (2x16GB) DDR5 5200MHz (2x SO-DIMM socket, up to 32GB SDRAM)"
39,Ổ cứng,512GB PCIe® Gen4 NVMe™ TLC M.2 SSD (1 slot)
39,VGA,NVIDIA® GeForce RTX™ 3050 6GB GDDR6
39,Màn hình,"16.1"" FHD (1920 x 1080), 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC"
39,Cổng giao tiếp,"1x USB Type-C® 5Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge)
1x USB Type-A 5Gbps signaling rate (HP Sleep and Charge)
2x USB Type-A 5Gbps signaling rate
1x HDMI 2.1
1x RJ-45
1x AC smart pin
1x headphone/microphone combo"
39,Bàn phím,"Full-size, 1-zone RGB backlit, moonstone grey keyboard with numeric keypad"
39,Audio,Audio by B&O; Dual speakers; HP Audio Boost
39,Chuẩn LAN,10/100/1000 GbE LAN
39,Chuẩn WIFI,MediaTek Wi-Fi 6E MT7922 (2x2)
39,Bluetooth,v5.3
39,Webcam,HP True Vision 1080p FHD camera with temporal noise reduction and integrated dual array digital microphones
39,Hệ điều hành,Windows 11 Home
39,Pin,4 Cell 70WHr
39,Trọng lượng,2.31 kg
39,Màu sắc,Performance Blue
39,Kích thước,36.9 x 25.94 x 2.29~2.39 cm
40,CPU,Intel Core i7-13700H 2.4GHz up to 5.0GHz 24MB
40,RAM,"32GB (2x16GB) DDR5 5200MHz (2x SO-DIMM socket, up to 32GB SDRAM)"
40,Ổ cứng,512GB PCIe® Gen4 NVMe™ TLC M.2 SSD (1 slot)
40,VGA,NVIDIA® GeForce RTX™ 4050 6GB GDDR6
40,Màn hình,"16.1"" FHD (1920 x 1080), 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC"
40,Cổng giao tiếp,"1x USB Type-C® 5Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge)
1x USB Type-A 5Gbps signaling rate (HP Sleep and Charge)
2x USB Type-A 5Gbps signaling rate
1x HDMI 2.1
1x RJ-45
1x AC smart pin
1x headphone/microphone combo"
40,Bàn phím,"Full-size, 1-zone RGB backlit, moonstone grey keyboard with numeric keypad"
40,Audio,Audio by B&O; Dual speakers; HP Audio Boost
40,Chuẩn LAN,10/100/1000 GbE LAN
40,Chuẩn WIFI,MediaTek Wi-Fi 6E MT7922 (2x2)
40,Bluetooth,v5.3
40,Webcam,HP True Vision 1080p FHD camera with temporal noise reduction and integrated dual array digital microphones
40,Hệ điều hành,Windows 11 Home
40,Pin,4 Cell 70WHr
40,Trọng lượng,2.31 kg
40,Màu sắc,"Mica silver, dark chrome logo"
40,Kích thước,36.9 x 25.94 x 2.29~2.39 cm
41,CPU,Intel Core i7-13700H 2.4GHz up to 5.0GHz 24MB
41,RAM,"16GB (2x8GB) DDR5 5200MHz (2x SO-DIMM socket, up to 32GB SDRAM)"
41,Ổ cứng,512GB PCIe® Gen4 NVMe™ TLC M.2 SSD (1 slot)
41,VGA,"NVIDIA® GeForce RTX™ 4060 8GB GDDR6 (TGP: 120W, Boost clock: 2250 Mhz)"
41,Màn hình,"16.1"" FHD (1920 x 1080), 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC"
41,Cổng giao tiếp,"1x USB Type-C® 5Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge)
1x USB Type-A 5Gbps signaling rate (HP Sleep and Charge)
2x USB Type-A 5Gbps signaling rate
1x HDMI 2.1
1x RJ-45
1x AC smart pin
1x headphone/microphone combo"
41,Bàn phím,"Full-size, 1-zone RGB backlit, moonstone grey keyboard with numeric keypad"
41,Audio,Audio by B&O; Dual speakers; HP Audio Boost
41,Chuẩn LAN,10/100/1000 GbE LAN
41,Chuẩn WIFI,MediaTek Wi-Fi 6E MT7922 (2x2)
41,Bluetooth,v5.3
41,Webcam,HP True Vision 1080p FHD camera with temporal noise reduction and integrated dual array digital microphones
41,Hệ điều hành,Windows 11 Home
41,Pin,4 Cell 70WHr
41,Trọng lượng,2.31 kg
41,Màu sắc,"Mica silver, dark chrome logo"
41,Kích thước,36.9 x 25.94 x 2.29~2.39 cm
42,CPU,"AMD Ryzen™ 5 7235HS (4C / 8T, 3.2 / 4.2GHz, 2MB L2 / 8MB L3)"
42,RAM,"24GB (2x12GB) DDR5-4800 SO-DIMM (2x SO-DIMM socket, up to 32GB SDRAM)"
42,Ổ cứng,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® (2 Slots: M2 2242 PCIe 4.0 x4 Slot/ M.2 2280 PCIe 4.0 x4 Slot)
42,Card đồ họa,"NVIDIA® GeForce RTX™ 3050 6GB GDDR6, Boost Clock 1732MHz, TGP 95W"
42,Màn hình,"15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®"
42,Cổng kết nối,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4
1x HDMI® 2.1, up to 8K/60Hz
1x Headphone / microphone combo jack (3.5mm)
1x Ethernet (RJ-45)
1x Power connector"
42,Bàn phím,"White Backlit, English"
42,Audio,"Stereo speakers, 2W x2, optimized with Nahimic Audio"
42,Chuẩn Lan,100/1000M (RJ-45)
42,Wifi + Bluetooth,"Wi-Fi® 6, 11ax 2x2 + BT5.2"
42,Webcam,HD 720p with E-shutter
42,Hệ điều hành    ,"Windows® 11 Home Single Language, English"
42,Pin,Integrated 60Wh (4 Cell)
42,Trọng lượng,2.38 kg
42,Màu sắc,Luna Grey
42,Chất liệu,"PC-ABS (Top), PC-ABS (Bottom)"
42,Kích thước    ,359.86 x 258.7 x 21.9-23.9 mm (14.17 x 10.19 x 0.86-0.94 inches)
43,CPU,"AMD Ryzen™ 7 7435HS (8C / 16T, 3.1 / 4.5GHz, 4MB L2 / 16MB L3)"
43,RAM,"24GB (2x12GB) DDR5-4800 SO-DIMM (2x SO-DIMM socket, up to 32GB SDRAM)"
